Short Codes ,Utility,MRP Poll Sheet,Con,Lab,LD,Green,SNP,PC,Reform,Other,Single Top Progressive
UKPARL.2025.BES,3,Survation MRP (List),30.62%,25.57%,1.44%,20.88%,NI,NI,18.20%,3.30%,Lab
UKPARL.2025.BES,4,FocalData MRP (List),32.50%,32.70%,5.93%,8.04%,,,20.51%,,Lab
UKPARL.2025.BES,5,AVERAGE,31.28%,30.32%,5.09%,13.23%,0.00%,0.00%,18.43%,1.43%,TRUE
UKPARL.2025.BEV,1,YOUGOV MRPs (List),32.00%,33.00%,8.00%,4.00%,0.00%,0.00%,22.00%,1.00%,Lab
UKPARL.2025.BEV,2,IPSOS MRP (List),36.00%,37.00%,10.00%,4.00%,NA,NA,11.00%,0.00%,Lab
UKPARL.2025.BEV,3,Survation MRP (List),33.76%,39.07%,8.95%,4.46%,NI,NI,12.79%,0.96%,Lab
UKPARL.2025.BEV,4,FocalData MRP (List),29.95%,35.27%,8.84%,4.62%,,,20.93%,,Lab
UKPARL.2025.BEV,5,AVERAGE,32.93%,36.08%,8.95%,4.27%,0.00%,0.00%,16.68%,0.65%,TRUE
UKPARL.2025.BEX,1,YOUGOV MRPs (List),31.00%,34.00%,9.00%,5.00%,0.00%,0.00%,16.00%,5.00%,Lab
UKPARL.2025.BEX,2,IPSOS MRP (List),37.00%,29.00%,13.00%,6.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.BEX,3,Survation MRP (List),28.76%,34.18%,11.60%,4.68%,NI,NI,19.86%,0.92%,Lab
UKPARL.2025.BEX,4,FocalData MRP (List),32.17%,34.70%,8.51%,5.50%,,,18.55%,,Lab
UKPARL.2025.BEX,5,AVERAGE,32.23%,32.97%,10.53%,5.30%,0.00%,0.00%,17.10%,1.97%,TRUE
UKPARL.2025.BGA,1,YOUGOV MRPs (List),23.00%,36.00%,3.00%,5.00%,0.00%,17.00%,16.00%,0.00%,Lab
UKPARL.2025.BGA,2,IPSOS MRP (List),21.00%,42.00%,3.00%,4.00%,NA,17.00%,11.00%,1.00%,Lab
UKPARL.2025.BGA,3,Survation MRP (List),20.42%,38.64%,9.67%,0.77%,NI,16.25%,14.21%,0.04%,Lab
UKPARL.2025.BGA,4,FocalData MRP (List),23.95%,47.88%,4.86%,4.65%,,5.76%,12.55%,,Lab
UKPARL.2025.BGA,5,AVERAGE,22.09%,41.13%,5.13%,3.60%,0.00%,14.00%,13.44%,0.35%,TRUE
UKPARL.2025.BGN,1,YOUGOV MRPs (List),23.00%,37.00%,6.00%,6.00%,0.00%,9.00%,17.00%,3.00%,Lab
UKPARL.2025.BGN,2,IPSOS MRP (List),25.00%,49.00%,3.00%,3.00%,NA,6.00%,14.00%,1.00%,Lab
UKPARL.2025.BGN,3,Survation MRP (List),21.46%,49.96%,3.29%,6.11%,NI,4.44%,13.39%,1.35%,Lab
UKPARL.2025.BGN,4,FocalData MRP (List),21.65%,48.71%,5.53%,4.84%,,1.37%,16.63%,,Lab
UKPARL.2025.BGN,5,AVERAGE,22.78%,46.17%,4.46%,4.99%,0.00%,5.20%,15.25%,1.78%,TRUE
UKPARL.2025.BGR,1,YOUGOV MRPs (List),3.00%,51.00%,5.00%,7.00%,0.00%,16.00%,0.00%,19.00%,Lab
UKPARL.2025.BGR,2,IPSOS MRP (List),16.00%,61.00%,3.00%,4.00%,NA,13.00%,NA,1.00%,Lab
UKPARL.2025.BGR,3,Survation MRP (List),13.59%,57.46%,7.01%,3.34%,NI,14.56%,NI,4.04%,Lab
UKPARL.2025.BGR,4,FocalData MRP (List),9.75%,76.84%,4.09%,4.60%,,4.27%,0.00%,,Lab
UKPARL.2025.BGR,5,AVERAGE,10.59%,61.57%,4.77%,4.73%,0.00%,11.96%,0.00%,8.01%,TRUE
UKPARL.2025.BGS,1,YOUGOV MRPs (List),4.00%,50.00%,7.00%,19.00%,0.00%,0.00%,7.00%,14.00%,Lab
UKPARL.2025.BGS,2,IPSOS MRP (List),7.00%,68.00%,6.00%,12.00%,NA,NA,3.00%,3.00%,Lab
UKPARL.2025.BGS,3,Survation MRP (List),9.90%,58.86%,7.66%,7.54%,NI,NI,10.27%,5.77%,Lab
UKPARL.2025.BGS,4,FocalData MRP (List),6.63%,68.18%,6.60%,9.47%,,,7.42%,,Lab
UKPARL.2025.BGS,5,AVERAGE,6.88%,61.26%,6.82%,12.00%,0.00%,0.00%,6.92%,7.59%,TRUE
UKPARL.2025.BHE,1,YOUGOV MRPs (List),28.00%,43.00%,7.00%,6.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.BHE,2,IPSOS MRP (List),26.00%,42.00%,13.00%,6.00%,NA,NA,11.00%,1.00%,Lab
UKPARL.2025.BHE,3,Survation MRP (List),24.49%,38.27%,6.35%,12.98%,NI,NI,15.58%,2.32%,Lab
UKPARL.2025.BHE,4,FocalData MRP (List),26.27%,44.30%,8.78%,5.95%,,,14.07%,,Lab
UKPARL.2025.BHE,5,AVERAGE,26.19%,41.89%,8.78%,7.73%,0.00%,0.00%,13.91%,1.44%,TRUE
UKPARL.2025.BHG,1,YOUGOV MRPs (List),6.00%,45.00%,11.00%,13.00%,0.00%,0.00%,8.00%,17.00%,Lab
UKPARL.2025.BHG,2,IPSOS MRP (List),11.00%,63.00%,7.00%,7.00%,NA,NA,7.00%,4.00%,Lab
UKPARL.2025.BHG,3,Survation MRP (List),8.93%,55.85%,3.85%,10.15%,NI,NI,13.67%,7.55%,Lab
UKPARL.2025.BHG,4,FocalData MRP (List),7.89%,68.49%,5.43%,7.19%,,,8.73%,,Lab
UKPARL.2025.BHG,5,AVERAGE,8.45%,58.09%,6.82%,9.33%,0.00%,0.00%,9.35%,9.52%,TRUE
UKPARL.2025.BHW,1,YOUGOV MRPs (List),28.00%,39.00%,8.00%,9.00%,0.00%,0.00%,17.00%,0.00%,Lab
UKPARL.2025.BHW,2,IPSOS MRP (List),27.00%,43.00%,9.00%,8.00%,NA,NA,12.00%,1.00%,Lab
UKPARL.2025.BHW,3,Survation MRP (List),23.92%,39.82%,11.20%,6.36%,NI,NI,16.90%,1.80%,Lab
UKPARL.2025.BHW,4,FocalData MRP (List),28.18%,39.43%,6.00%,6.35%,,,19.78%,,Lab
UKPARL.2025.BHW,5,AVERAGE,26.78%,40.31%,8.55%,7.43%,0.00%,0.00%,16.42%,0.93%,TRUE
UKPARL.2025.BIA,1,YOUGOV MRPs (List),27.00%,48.00%,3.00%,4.00%,0.00%,0.00%,17.00%,0.00%,Lab
UKPARL.2025.BIA,2,IPSOS MRP (List),27.00%,45.00%,4.00%,3.00%,NA,NA,18.00%,0.00%,Lab
UKPARL.2025.BIA,3,Survation MRP (List),25.30%,46.35%,4.38%,6.48%,NI,NI,16.24%,1.25%,Lab
UKPARL.2025.BIA,4,FocalData MRP (List),25.49%,43.63%,4.76%,4.71%,,,21.04%,,Lab
UKPARL.2025.BIA,5,AVERAGE,26.20%,45.75%,4.03%,4.55%,0.00%,0.00%,18.07%,0.42%,TRUE
UKPARL.2025.BIM,1,YOUGOV MRPs (List),36.00%,33.00%,4.00%,5.00%,0.00%,0.00%,23.00%,0.00%,Lab
UKPARL.2025.BIM,2,IPSOS MRP (List),38.00%,38.00%,6.00%,3.00%,NA,NA,14.00%,NA,Lab
UKPARL.2025.BIM,3,Survation MRP (List),33.09%,33.26%,3.80%,6.77%,NI,NI,23.09%,NI,Lab
UKPARL.2025.BIM,4,FocalData MRP (List),33.30%,31.30%,8.87%,3.83%,,,22.70%,,Lab
UKPARL.2025.BIM,5,AVERAGE,35.10%,33.89%,5.67%,4.65%,0.00%,0.00%,20.70%,0.00%,TRUE
UKPARL.2025.BKG,1,YOUGOV MRPs (List),6.00%,54.00%,5.00%,10.00%,0.00%,0.00%,16.00%,9.00%,Lab
UKPARL.2025.BKG,2,IPSOS MRP (List),16.00%,60.00%,3.00%,7.00%,NA,NA,9.00%,3.00%,Lab
UKPARL.2025.BKG,3,Survation MRP (List),18.02%,49.66%,7.57%,5.89%,NI,NI,10.08%,8.79%,Lab
UKPARL.2025.BKG,4,FocalData MRP (List),13.05%,63.52%,4.65%,4.72%,,,13.54%,,Lab
UKPARL.2025.BKG,5,AVERAGE,13.27%,56.80%,5.05%,6.90%,0.00%,0.00%,12.16%,6.93%,TRUE
UKPARL.2025.BKH,1,YOUGOV MRPs (List),9.00%,53.00%,8.00%,13.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.BKH,2,IPSOS MRP (List),8.00%,66.00%,3.00%,11.00%,NA,NA,9.00%,1.00%,Lab
UKPARL.2025.BKH,3,Survation MRP (List),8.25%,59.54%,3.00%,13.66%,NI,NI,12.82%,2.73%,Lab
UKPARL.2025.BKH,4,FocalData MRP (List),5.82%,67.08%,4.75%,6.60%,,,14.72%,,Lab
UKPARL.2025.BKH,5,AVERAGE,7.77%,61.41%,4.69%,11.06%,0.00%,0.00%,13.14%,1.58%,TRUE
UKPARL.2025.BKP,1,YOUGOV MRPs (List),19.00%,57.00%,10.00%,13.00%,0.00%,0.00%,0.00%,2.00%,Lab
UKPARL.2025.BKP,2,IPSOS MRP (List),22.00%,57.00%,5.00%,14.00%,NA,NA,NA,1.00%,Lab
UKPARL.2025.BKP,3,Survation MRP (List),25.19%,60.79%,2.80%,9.88%,NI,NI,NI,1.34%,Lab
UKPARL.2025.BKP,4,FocalData MRP (List),20.03%,64.85%,5.27%,9.05%,,,0.00%,,Lab
UKPARL.2025.BKP,5,AVERAGE,21.56%,59.91%,5.77%,11.48%,0.00%,0.00%,0.00%,1.45%,TRUE
UKPARL.2025.BLA,1,YOUGOV MRPs (List),6.00%,54.00%,5.00%,14.00%,0.00%,0.00%,6.00%,15.00%,Lab
UKPARL.2025.BLA,2,IPSOS MRP (List),7.00%,69.00%,4.00%,12.00%,NA,NA,4.00%,4.00%,Lab
UKPARL.2025.BLA,3,Survation MRP (List),10.25%,59.15%,6.11%,9.80%,NI,NI,7.63%,7.06%,Lab
UKPARL.2025.BLA,4,FocalData MRP (List),5.26%,77.47%,3.26%,5.67%,,,6.01%,,Lab
UKPARL.2025.BLA,5,AVERAGE,7.13%,64.90%,4.59%,10.37%,0.00%,0.00%,5.91%,8.69%,TRUE
UKPARL.2025.BLN,1,YOUGOV MRPs (List),21.00%,49.00%,3.00%,6.00%,0.00%,0.00%,20.00%,1.00%,Lab
UKPARL.2025.BLN,2,IPSOS MRP (List),25.00%,52.00%,3.00%,4.00%,NA,NA,13.00%,1.00%,Lab
UKPARL.2025.BLN,3,Survation MRP (List),26.78%,49.55%,5.94%,2.71%,NI,NI,13.05%,1.96%,Lab
UKPARL.2025.BLN,4,FocalData MRP (List),22.98%,48.41%,3.95%,4.77%,,,19.49%,,Lab
UKPARL.2025.BLN,5,AVERAGE,23.94%,49.74%,3.97%,4.37%,0.00%,0.00%,16.39%,1.32%,TRUE
UKPARL.2025.BLS,1,YOUGOV MRPs (List),9.00%,58.00%,6.00%,7.00%,0.00%,0.00%,20.00%,1.00%,Lab
UKPARL.2025.BLS,2,IPSOS MRP (List),16.00%,65.00%,3.00%,5.00%,NA,NA,9.00%,1.00%,Lab
UKPARL.2025.BLS,3,Survation MRP (List),17.83%,50.24%,4.24%,15.64%,NI,NI,9.12%,2.93%,Lab
UKPARL.2025.BLS,4,FocalData MRP (List),14.82%,61.13%,3.81%,4.73%,,,15.01%,,Lab
UKPARL.2025.BLS,5,AVERAGE,14.41%,58.59%,4.26%,8.09%,0.00%,0.00%,13.28%,1.64%,TRUE
UKPARL.2025.BLW,1,YOUGOV MRPs (List),29.00%,40.00%,7.00%,5.00%,0.00%,0.00%,19.00%,1.00%,Lab
UKPARL.2025.BLW,2,IPSOS MRP (List),30.00%,45.00%,5.00%,5.00%,NA,NA,13.00%,1.00%,Lab
UKPARL.2025.BLW,3,Survation MRP (List),25.73%,49.26%,3.35%,3.47%,NI,NI,16.72%,1.46%,Lab
UKPARL.2025.BLW,4,FocalData MRP (List),28.86%,44.11%,6.06%,3.85%,,,16.84%,,Lab
UKPARL.2025.BLW,5,AVERAGE,28.40%,44.59%,5.35%,4.33%,0.00%,0.00%,16.39%,1.15%,TRUE
UKPARL.2025.BMS,1,YOUGOV MRPs (List),6.00%,57.00%,6.00%,8.00%,0.00%,0.00%,24.00%,0.00%,Lab
UKPARL.2025.BMS,2,IPSOS MRP (List),16.00%,63.00%,3.00%,7.00%,NA,NA,9.00%,NA,Lab
UKPARL.2025.BMS,3,Survation MRP (List),16.67%,61.01%,4.20%,5.43%,NI,NI,12.70%,NI,Lab
UKPARL.2025.BMS,4,FocalData MRP (List),12.97%,62.44%,4.61%,4.73%,,,15.25%,,Lab
UKPARL.2025.BMS,5,AVERAGE,12.91%,60.86%,4.45%,6.29%,0.00%,0.00%,15.24%,0.00%,TRUE
UKPARL.2025.BNE,1,YOUGOV MRPs (List),14.00%,54.00%,4.00%,11.00%,0.00%,0.00%,16.00%,0.00%,Lab
UKPARL.2025.BNE,2,IPSOS MRP (List),20.00%,54.00%,6.00%,9.00%,NA,NA,10.00%,1.00%,Lab
UKPARL.2025.BNE,3,Survation MRP (List),22.23%,46.25%,4.28%,12.87%,NI,NI,12.41%,1.96%,Lab
UKPARL.2025.BNE,4,FocalData MRP (List),19.50%,53.46%,7.34%,6.16%,,,13.19%,,Lab
UKPARL.2025.BNE,5,AVERAGE,18.93%,51.93%,5.40%,9.76%,0.00%,0.00%,12.90%,0.99%,TRUE
UKPARL.2025.BNF,1,YOUGOV MRPs (List),23.00%,49.00%,5.00%,8.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.BNF,2,IPSOS MRP (List),23.00%,53.00%,4.00%,4.00%,NA,NA,14.00%,1.00%,Lab
UKPARL.2025.BNF,3,Survation MRP (List),22.77%,46.07%,5.14%,7.09%,NI,NI,17.34%,1.59%,Lab
UKPARL.2025.BNF,4,FocalData MRP (List),24.13%,46.16%,5.38%,6.09%,,,17.86%,,Lab
UKPARL.2025.BNF,5,AVERAGE,23.23%,48.56%,4.88%,6.30%,0.00%,0.00%,16.05%,1.20%,TRUE
UKPARL.2025.BNN,1,YOUGOV MRPs (List),7.00%,37.00%,7.00%,10.00%,0.00%,0.00%,34.00%,4.00%,Lab
UKPARL.2025.BNN,2,IPSOS MRP (List),11.00%,55.00%,5.00%,4.00%,NA,NA,23.00%,1.00%,Lab
UKPARL.2025.BNN,3,Survation MRP (List),8.68%,49.68%,5.84%,10.23%,NI,NI,23.05%,2.51%,Lab
UKPARL.2025.BNN,4,FocalData MRP (List),9.26%,47.01%,3.44%,5.13%,,,34.84%,,Lab
UKPARL.2025.BNN,5,AVERAGE,8.98%,47.17%,5.32%,7.34%,0.00%,0.00%,28.72%,2.50%,TRUE
UKPARL.2025.BNS,1,YOUGOV MRPs (List),6.00%,53.00%,5.00%,6.00%,0.00%,0.00%,29.00%,0.00%,Lab
UKPARL.2025.BNS,2,IPSOS MRP (List),10.00%,57.00%,3.00%,4.00%,NA,NA,25.00%,0.00%,Lab
UKPARL.2025.BNS,3,Survation MRP (List),11.92%,48.29%,7.30%,3.96%,NI,NI,25.73%,2.81%,Lab
UKPARL.2025.BNS,4,FocalData MRP (List),9.27%,45.11%,5.53%,3.82%,,,35.79%,,Lab
UKPARL.2025.BNS,5,AVERAGE,9.30%,50.85%,5.21%,4.44%,0.00%,0.00%,28.88%,0.94%,TRUE
UKPARL.2025.BNW,1,YOUGOV MRPs (List),18.00%,53.00%,6.00%,13.00%,0.00%,0.00%,10.00%,0.00%,Lab
UKPARL.2025.BNW,2,IPSOS MRP (List),17.00%,57.00%,5.00%,11.00%,NA,NA,8.00%,1.00%,Lab
UKPARL.2025.BNW,3,Survation MRP (List),19.57%,49.89%,7.22%,15.30%,NI,NI,6.76%,1.27%,Lab
UKPARL.2025.BNW,4,FocalData MRP (List),18.21%,55.56%,6.18%,10.11%,,,9.55%,,Lab
UKPARL.2025.BNW,5,AVERAGE,18.20%,53.86%,6.10%,12.35%,0.00%,0.00%,8.58%,0.76%,TRUE
UKPARL.2025.BOL,1,YOUGOV MRPs (List),21.00%,46.00%,4.00%,6.00%,0.00%,0.00%,24.00%,0.00%,Lab
UKPARL.2025.BOL,2,IPSOS MRP (List),28.00%,47.00%,3.00%,4.00%,NA,NA,17.00%,NA,Lab
UKPARL.2025.BOL,3,Survation MRP (List),23.08%,50.59%,3.90%,3.25%,NI,NI,19.19%,NI,Lab
UKPARL.2025.BOL,4,FocalData MRP (List),21.67%,43.98%,4.34%,4.21%,,,25.81%,,Lab
UKPARL.2025.BOL,5,AVERAGE,23.44%,46.89%,3.81%,4.36%,0.00%,0.00%,21.50%,0.00%,TRUE
UKPARL.2025.BOS,1,YOUGOV MRPs (List),6.00%,49.00%,27.00%,8.00%,0.00%,0.00%,8.00%,2.00%,Lab
UKPARL.2025.BOS,2,IPSOS MRP (List),9.00%,57.00%,18.00%,8.00%,NA,NA,5.00%,2.00%,Lab
UKPARL.2025.BOS,3,Survation MRP (List),12.36%,44.85%,27.38%,2.87%,NI,NI,5.27%,7.26%,Lab
UKPARL.2025.BOS,4,FocalData MRP (List),11.35%,55.63%,18.87%,6.06%,,,7.37%,,Lab
UKPARL.2025.BOS,5,AVERAGE,9.68%,51.62%,22.81%,6.23%,0.00%,0.00%,6.41%,3.75%,TRUE
UKPARL.2025.BPB,1,YOUGOV MRPs (List),7.00%,55.00%,6.00%,11.00%,0.00%,0.00%,10.00%,10.00%,Lab
UKPARL.2025.BPB,2,IPSOS MRP (List),13.00%,63.00%,4.00%,9.00%,NA,NA,6.00%,3.00%,Lab
UKPARL.2025.BPB,3,Survation MRP (List),16.04%,55.79%,4.42%,3.90%,NI,NI,14.21%,5.65%,Lab
UKPARL.2025.BPB,4,FocalData MRP (List),9.44%,68.92%,6.41%,5.38%,,,8.15%,,Lab
UKPARL.2025.BPB,5,AVERAGE,11.37%,60.68%,5.21%,7.32%,0.00%,0.00%,9.59%,6.22%,TRUE
UKPARL.2025.BPN,1,YOUGOV MRPs (List),26.00%,36.00%,5.00%,5.00%,0.00%,0.00%,28.00%,0.00%,Lab
UKPARL.2025.BPN,2,IPSOS MRP (List),30.00%,51.00%,3.00%,3.00%,NA,NA,12.00%,0.00%,Lab
UKPARL.2025.BPN,3,Survation MRP (List),24.80%,51.54%,3.57%,6.12%,NI,NI,13.00%,0.98%,Lab
UKPARL.2025.BPN,4,FocalData MRP (List),27.14%,42.30%,4.35%,4.42%,,,21.44%,,Lab
UKPARL.2025.BPN,5,AVERAGE,26.98%,45.21%,3.98%,4.63%,0.00%,0.00%,18.61%,0.33%,TRUE
UKPARL.2025.BPS,1,YOUGOV MRPs (List),19.00%,47.00%,3.00%,6.00%,0.00%,0.00%,25.00%,1.00%,Lab
UKPARL.2025.BPS,2,IPSOS MRP (List),24.00%,49.00%,3.00%,4.00%,NA,NA,19.00%,1.00%,Lab
UKPARL.2025.BPS,3,Survation MRP (List),19.91%,38.12%,1.98%,5.49%,NI,NI,33.43%,1.06%,Lab
UKPARL.2025.BPS,4,FocalData MRP (List),23.49%,44.34%,3.24%,4.20%,,,24.46%,,Lab
UKPARL.2025.BPS,5,AVERAGE,21.60%,44.61%,2.80%,4.92%,0.00%,0.00%,25.47%,1.02%,TRUE
UKPARL.2025.BPV,1,YOUGOV MRPs (List),6.00%,28.00%,4.00%,57.00%,0.00%,0.00%,4.00%,1.00%,Green
UKPARL.2025.BPV,2,IPSOS MRP (List),4.00%,51.00%,3.00%,34.00%,NA,NA,4.00%,2.00%,Lab
UKPARL.2025.BPV,3,Survation MRP (List),17.00%,30.61%,0.68%,41.36%,NI,NI,9.24%,1.10%,Green
UKPARL.2025.BPV,4,FocalData MRP (List),8.27%,31.73%,5.28%,44.89%,,,8.82%,,Green
UKPARL.2025.BPV,5,AVERAGE,8.82%,35.33%,3.24%,44.31%,0.00%,0.00%,6.51%,1.37%,FALSE
UKPARL.2025.BRC,1,YOUGOV MRPs (List),28.00%,18.00%,33.00%,3.00%,0.00%,4.00%,14.00%,1.00%,LD
UKPARL.2025.BRC,2,IPSOS MRP (List),27.00%,24.00%,23.00%,3.00%,NA,11.00%,11.00%,0.00%,Lab
UKPARL.2025.BRC,3,Survation MRP (List),18.80%,25.23%,30.52%,6.63%,NI,8.60%,9.97%,0.25%,LD
UKPARL.2025.BRC,4,FocalData MRP (List),25.02%,29.98%,22.03%,3.69%,,1.94%,16.89%,,Lab
UKPARL.2025.BRC,5,AVERAGE,24.71%,24.30%,27.14%,4.08%,0.00%,6.39%,12.97%,0.42%,FALSE
UKPARL.2025.BRD,1,YOUGOV MRPs (List),37.00%,29.00%,8.00%,5.00%,0.00%,0.00%,21.00%,1.00%,Lab
UKPARL.2025.BRD,2,IPSOS MRP (List),36.00%,33.00%,6.00%,4.00%,NA,NA,19.00%,0.00%,Lab
UKPARL.2025.BRD,3,Survation MRP (List),26.21%,30.42%,5.40%,14.75%,NI,NI,22.50%,0.72%,Lab
UKPARL.2025.BRD,4,FocalData MRP (List),35.68%,26.63%,7.81%,4.68%,,,24.75%,,Lab
UKPARL.2025.BRD,5,AVERAGE,33.72%,29.76%,6.80%,7.11%,0.00%,0.00%,21.81%,0.57%,TRUE
UKPARL.2025.BRG,1,YOUGOV MRPs (List),34.00%,30.00%,11.00%,4.00%,0.00%,0.00%,20.00%,1.00%,Lab
UKPARL.2025.BRG,2,IPSOS MRP (List),35.00%,40.00%,6.00%,3.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.BRG,3,Survation MRP (List),35.29%,36.03%,8.59%,5.49%,NI,NI,13.55%,1.05%,Lab
UKPARL.2025.BRG,4,FocalData MRP (List),35.82%,28.68%,10.86%,4.74%,,,19.62%,,Lab
UKPARL.2025.BRG,5,AVERAGE,35.03%,33.68%,9.11%,4.31%,0.00%,0.00%,16.79%,0.68%,TRUE
UKPARL.2025.BRK,1,YOUGOV MRPs (List),27.00%,37.00%,10.00%,7.00%,0.00%,0.00%,18.00%,1.00%,Lab
UKPARL.2025.BRK,2,IPSOS MRP (List),32.00%,44.00%,7.00%,5.00%,NA,NA,11.00%,1.00%,Lab
UKPARL.2025.BRK,3,Survation MRP (List),33.96%,36.59%,11.53%,3.33%,NI,NI,12.80%,1.80%,Lab
UKPARL.2025.BRK,4,FocalData MRP (List),29.36%,37.27%,10.78%,4.86%,,,17.29%,,Lab
UKPARL.2025.BRK,5,AVERAGE,30.58%,38.72%,9.83%,5.05%,0.00%,0.00%,14.77%,1.27%,TRUE
UKPARL.2025.BRL,1,YOUGOV MRPs (List),28.00%,31.00%,7.00%,5.00%,0.00%,0.00%,27.00%,1.00%,Lab
UKPARL.2025.BRL,2,IPSOS MRP (List),33.00%,36.00%,8.00%,4.00%,NA,NA,17.00%,0.00%,Lab
UKPARL.2025.BRL,3,Survation MRP (List),33.64%,32.21%,10.56%,11.67%,NI,NI,9.74%,2.18%,Lab
UKPARL.2025.BRL,4,FocalData MRP (List),32.81%,33.62%,9.57%,4.08%,,,19.32%,,Lab
UKPARL.2025.BRL,5,AVERAGE,31.86%,33.21%,8.78%,6.19%,0.00%,0.00%,18.26%,1.06%,TRUE
UKPARL.2025.BRS,1,YOUGOV MRPs (List),42.00%,11.00%,5.00%,3.00%,31.00%,0.00%,9.00%,1.00%,SNP
UKPARL.2025.BRS,2,IPSOS MRP (List),34.00%,17.00%,9.00%,2.00%,32.00%,NA,3.00%,1.00%,SNP
UKPARL.2025.BRS,3,Survation MRP (List),34.31%,13.73%,6.22%,0.87%,37.89%,NI,6.07%,0.92%,SNP
UKPARL.2025.BRS,4,FocalData MRP (List),34.17%,15.43%,6.93%,3.09%,27.83%,,11.91%,,SNP
UKPARL.2025.BRS,5,AVERAGE,36.12%,14.29%,6.79%,2.24%,32.18%,0.00%,7.50%,0.97%,TRUE
UKPARL.2025.BRW,1,YOUGOV MRPs (List),27.00%,52.00%,3.00%,4.00%,0.00%,0.00%,14.00%,0.00%,Lab
UKPARL.2025.BRW,2,IPSOS MRP (List),28.00%,51.00%,3.00%,5.00%,NA,NA,13.00%,1.00%,Lab
UKPARL.2025.BRW,3,Survation MRP (List),27.37%,52.38%,2.06%,3.05%,NI,NI,13.83%,1.30%,Lab
UKPARL.2025.BRW,4,FocalData MRP (List),26.43%,45.85%,4.02%,4.61%,,,18.88%,,Lab
UKPARL.2025.BRW,5,AVERAGE,27.20%,50.31%,3.02%,4.17%,0.00%,0.00%,14.93%,0.77%,TRUE
UKPARL.2025.BSC,1,YOUGOV MRPs (List),6.00%,37.00%,2.00%,50.00%,0.00%,0.00%,3.00%,3.00%,Green
UKPARL.2025.BSC,2,IPSOS MRP (List),4.00%,41.00%,1.00%,46.00%,NA,NA,4.00%,3.00%,Green
UKPARL.2025.BSC,3,Survation MRP (List),12.14%,55.82%,1.21%,23.71%,NI,NI,4.83%,2.29%,Lab
UKPARL.2025.BSC,4,FocalData MRP (List),7.86%,54.96%,4.45%,26.84%,,,5.38%,,Lab
UKPARL.2025.BSC,5,AVERAGE,7.50%,47.19%,2.16%,36.64%,0.00%,0.00%,4.30%,2.76%,FALSE
UKPARL.2025.BSE,1,YOUGOV MRPs (List),6.00%,54.00%,6.00%,26.00%,0.00%,0.00%,0.00%,7.00%,Lab
UKPARL.2025.BSE,2,IPSOS MRP (List),13.00%,66.00%,5.00%,14.00%,NA,NA,NA,2.00%,Lab
UKPARL.2025.BSE,3,Survation MRP (List),17.75%,68.74%,6.48%,4.77%,NI,NI,NI,2.26%,Lab
UKPARL.2025.BSE,4,FocalData MRP (List),11.85%,70.89%,5.76%,11.04%,,,0.00%,,Lab
UKPARL.2025.BSE,5,AVERAGE,12.15%,64.91%,5.81%,13.95%,0.00%,0.00%,0.00%,3.75%,TRUE
UKPARL.2025.BSK,1,YOUGOV MRPs (List),27.00%,43.00%,7.00%,8.00%,0.00%,0.00%,15.00%,0.00%,Lab
UKPARL.2025.BSK,2,IPSOS MRP (List),30.00%,43.00%,10.00%,6.00%,NA,NA,10.00%,1.00%,Lab
UKPARL.2025.BSK,3,Survation MRP (List),29.14%,44.95%,6.72%,8.17%,NI,NI,8.78%,2.25%,Lab
UKPARL.2025.BSK,4,FocalData MRP (List),26.27%,45.36%,7.49%,4.35%,,,16.31%,,Lab
UKPARL.2025.BSK,5,AVERAGE,28.10%,44.08%,7.80%,6.63%,0.00%,0.00%,12.52%,1.08%,TRUE
UKPARL.2025.BSL,1,YOUGOV MRPs (List),27.00%,46.00%,5.00%,4.00%,0.00%,0.00%,18.00%,0.00%,Lab
UKPARL.2025.BSL,2,IPSOS MRP (List),31.00%,38.00%,4.00%,5.00%,NA,NA,21.00%,NA,Lab
UKPARL.2025.BSL,3,Survation MRP (List),28.42%,41.85%,4.77%,0.01%,NI,NI,24.96%,NI,Lab
UKPARL.2025.BSL,4,FocalData MRP (List),26.40%,42.60%,5.65%,2.94%,,,22.42%,,Lab
UKPARL.2025.BSL,5,AVERAGE,28.20%,42.11%,4.85%,2.99%,0.00%,0.00%,21.59%,0.00%,TRUE
UKPARL.2025.BSN,1,YOUGOV MRPs (List),9.00%,50.00%,6.00%,11.00%,0.00%,0.00%,17.00%,8.00%,Lab
UKPARL.2025.BSN,2,IPSOS MRP (List),16.00%,61.00%,4.00%,6.00%,NA,NA,11.00%,2.00%,Lab
UKPARL.2025.BSN,3,Survation MRP (List),18.50%,51.31%,7.08%,5.09%,NI,NI,13.56%,4.46%,Lab
UKPARL.2025.BSN,4,FocalData MRP (List),14.08%,58.87%,6.02%,7.42%,,,12.44%,,Lab
UKPARL.2025.BSN,5,AVERAGE,14.39%,55.30%,5.77%,7.38%,0.00%,0.00%,13.50%,4.82%,TRUE
