Short Codes ,Utility,MRP Poll Sheet,Con,Lab,LD,Green,SNP,PC,Reform,Other,Single Top Progressive
UKPARL.2025.BED,2,Electoral Calculus MRP (List),20.00%,54.00%,6.00%,8.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.BED,3,MIC MRP (List),26.64%,47.77%,11.38%,5.79%,0.00%,0.00%,7.72%,0.69%,Lab
UKPARL.2025.BED,4,Survation MRP (List),26.37%,38.59%,9.09%,13.45%,NI,NI,8.01%,4.49%,Lab
UKPARL.2025.BED,5,AVERAGE,24.18%,48.13%,7.84%,8.87%,0.00%,0.00%,8.98%,1.75%,TRUE
UKPARL.2025.BER,1,YOUGOV MRPs (List),20.44%,55.14%,4.06%,7.09%,0.00%,0.00%,12.45%,0.82%,Lab
UKPARL.2025.BER,2,Electoral Calculus MRP (List),27.00%,56.00%,2.00%,4.00%,0.00%,0.00%,9.00%,2.00%,Lab
UKPARL.2025.BER,3,MIC MRP (List),27.22%,57.19%,4.08%,3.53%,0.00%,0.00%,6.87%,1.11%,Lab
UKPARL.2025.BER,4,Survation MRP (List),22.72%,56.32%,4.21%,5.56%,NI,NI,9.07%,2.12%,Lab
UKPARL.2025.BER,5,AVERAGE,24.35%,56.16%,3.59%,5.04%,0.00%,0.00%,9.35%,1.51%,TRUE
UKPARL.2025.BES,1,YOUGOV MRPs (List),35.76%,31.36%,6.12%,14.30%,0.00%,0.00%,11.64%,0.82%,Lab
UKPARL.2025.BES,2,Electoral Calculus MRP (List),35.00%,35.00%,4.00%,15.00%,0.00%,0.00%,11.00%,1.00%,Lab
UKPARL.2025.BES,3,MIC MRP (List),37.06%,30.06%,6.07%,16.56%,0.00%,0.00%,8.67%,1.58%,Lab
UKPARL.2025.BES,4,Survation MRP (List),30.62%,25.57%,1.44%,20.88%,NI,NI,18.20%,3.30%,Lab
UKPARL.2025.BES,5,AVERAGE,34.61%,30.50%,4.41%,16.68%,0.00%,0.00%,12.38%,1.68%,TRUE
UKPARL.2025.BEV,1,YOUGOV MRPs (List),37.26%,36.36%,8.99%,4.52%,0.00%,0.00%,12.05%,0.82%,Lab
UKPARL.2025.BEV,2,Electoral Calculus MRP (List),32.00%,40.00%,9.00%,4.00%,0.00%,0.00%,14.00%,0.00%,Lab
UKPARL.2025.BEV,3,MIC MRP (List),38.36%,33.72%,13.53%,3.52%,0.00%,0.00%,10.14%,0.73%,Lab
UKPARL.2025.BEV,4,Survation MRP (List),33.76%,39.07%,8.95%,4.46%,NI,NI,12.79%,0.96%,Lab
UKPARL.2025.BEV,5,AVERAGE,35.35%,37.29%,10.12%,4.13%,0.00%,0.00%,12.25%,0.63%,TRUE
UKPARL.2025.BEX,1,YOUGOV MRPs (List),38.34%,32.09%,10.04%,6.06%,0.00%,0.00%,12.67%,0.80%,Lab
UKPARL.2025.BEX,2,Electoral Calculus MRP (List),34.00%,39.00%,6.00%,7.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.BEX,3,MIC MRP (List),39.33%,27.79%,14.66%,8.70%,0.00%,0.00%,9.00%,0.52%,Lab
UKPARL.2025.BEX,4,Survation MRP (List),28.76%,34.18%,11.60%,4.68%,NI,NI,19.86%,0.92%,Lab
UKPARL.2025.BEX,5,AVERAGE,35.11%,33.26%,10.58%,6.61%,0.00%,0.00%,13.88%,0.81%,TRUE
UKPARL.2025.BGA,1,YOUGOV MRPs (List),25.34%,43.37%,3.08%,3.68%,0.00%,16.18%,8.18%,0.18%,Lab
UKPARL.2025.BGA,2,Electoral Calculus MRP (List),27.00%,38.00%,3.00%,2.00%,0.00%,23.00%,7.00%,0.00%,Lab
UKPARL.2025.BGA,3,MIC MRP (List),27.37%,43.62%,3.64%,1.74%,0.00%,16.67%,6.66%,0.30%,Lab
UKPARL.2025.BGA,4,Survation MRP (List),20.42%,38.64%,9.67%,0.77%,NI,16.25%,14.21%,0.04%,Lab
UKPARL.2025.BGA,5,AVERAGE,25.03%,40.91%,4.85%,2.05%,0.00%,18.02%,9.01%,0.13%,TRUE
UKPARL.2025.BGN,1,YOUGOV MRPs (List),27.10%,44.64%,3.70%,3.44%,0.00%,9.57%,9.50%,2.04%,Lab
UKPARL.2025.BGN,2,Electoral Calculus MRP (List),26.00%,48.00%,3.00%,4.00%,0.00%,10.00%,9.00%,0.00%,Lab
UKPARL.2025.BGN,3,MIC MRP (List),29.33%,44.31%,6.08%,2.66%,0.00%,6.06%,9.04%,2.52%,Lab
UKPARL.2025.BGN,4,Survation MRP (List),21.46%,49.96%,3.29%,6.11%,NI,4.44%,13.39%,1.35%,Lab
UKPARL.2025.BGN,5,AVERAGE,25.97%,46.73%,4.02%,4.05%,0.00%,7.52%,10.23%,1.48%,TRUE
UKPARL.2025.BGR,1,YOUGOV MRPs (List),7.57%,54.97%,3.55%,3.79%,0.00%,11.68%,15.16%,3.28%,Lab
UKPARL.2025.BGR,2,Electoral Calculus MRP (List),10.00%,58.00%,2.00%,5.00%,0.00%,12.00%,13.00%,0.00%,Lab
UKPARL.2025.BGR,3,MIC MRP (List),15.12%,49.88%,2.97%,5.13%,0.00%,10.07%,15.08%,1.74%,Lab
UKPARL.2025.BGR,4,Survation MRP (List),13.59%,57.46%,7.01%,3.34%,NI,14.56%,NI,4.04%,Lab
UKPARL.2025.BGR,5,AVERAGE,11.57%,55.08%,3.88%,4.32%,0.00%,12.08%,14.41%,2.27%,TRUE
UKPARL.2025.BGS,1,YOUGOV MRPs (List),1.75%,68.00%,8.05%,14.19%,0.00%,0.00%,3.83%,4.17%,Lab
UKPARL.2025.BGS,2,Electoral Calculus MRP (List),3.00%,62.00%,10.00%,12.00%,0.00%,0.00%,9.00%,3.00%,Lab
UKPARL.2025.BGS,3,MIC MRP (List),9.72%,71.37%,5.98%,6.93%,0.00%,0.00%,2.99%,3.00%,Lab
UKPARL.2025.BGS,4,Survation MRP (List),9.90%,58.86%,7.66%,7.54%,NI,NI,10.27%,5.77%,Lab
UKPARL.2025.BGS,5,AVERAGE,6.09%,65.06%,7.92%,10.16%,0.00%,0.00%,6.52%,3.99%,TRUE
UKPARL.2025.BHE,1,YOUGOV MRPs (List),29.73%,46.26%,6.40%,7.13%,0.00%,0.00%,9.66%,0.82%,Lab
UKPARL.2025.BHE,2,Electoral Calculus MRP (List),25.00%,46.00%,7.00%,7.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.BHE,3,MIC MRP (List),31.24%,40.62%,11.96%,7.15%,0.00%,0.00%,8.02%,1.02%,Lab
UKPARL.2025.BHE,4,Survation MRP (List),24.49%,38.27%,6.35%,12.98%,NI,NI,15.58%,2.32%,Lab
UKPARL.2025.BHE,5,AVERAGE,27.62%,42.79%,7.93%,8.56%,0.00%,0.00%,11.57%,1.29%,TRUE
UKPARL.2025.BHG,1,YOUGOV MRPs (List),7.65%,59.01%,5.66%,12.14%,0.00%,0.00%,5.58%,9.96%,Lab
UKPARL.2025.BHG,2,Electoral Calculus MRP (List),6.00%,56.00%,5.00%,15.00%,0.00%,0.00%,13.00%,4.00%,Lab
UKPARL.2025.BHG,3,MIC MRP (List),13.26%,63.98%,6.90%,5.63%,0.00%,0.00%,3.30%,6.92%,Lab
UKPARL.2025.BHG,4,Survation MRP (List),8.93%,55.85%,3.85%,10.15%,NI,NI,13.67%,7.55%,Lab
UKPARL.2025.BHG,5,AVERAGE,8.96%,58.71%,5.35%,10.73%,0.00%,0.00%,8.89%,7.11%,TRUE
UKPARL.2025.BHW,1,YOUGOV MRPs (List),28.66%,41.74%,10.13%,7.39%,0.00%,0.00%,11.19%,0.88%,Lab
UKPARL.2025.BHW,2,Electoral Calculus MRP (List),25.00%,45.00%,10.00%,7.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.BHW,3,MIC MRP (List),32.21%,39.79%,11.99%,6.56%,0.00%,0.00%,8.90%,0.56%,Lab
UKPARL.2025.BHW,4,Survation MRP (List),23.92%,39.82%,11.20%,6.36%,NI,NI,16.90%,1.80%,Lab
UKPARL.2025.BHW,5,AVERAGE,27.45%,41.59%,10.83%,6.83%,0.00%,0.00%,12.50%,1.06%,TRUE
UKPARL.2025.BIA,1,YOUGOV MRPs (List),30.01%,48.99%,4.29%,3.26%,0.00%,0.00%,12.66%,0.80%,Lab
UKPARL.2025.BIA,2,Electoral Calculus MRP (List),27.00%,50.00%,3.00%,3.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.BIA,3,MIC MRP (List),37.27%,44.22%,4.78%,3.10%,0.00%,0.00%,9.82%,0.82%,Lab
UKPARL.2025.BIA,4,Survation MRP (List),25.30%,46.35%,4.38%,6.48%,NI,NI,16.24%,1.25%,Lab
UKPARL.2025.BIA,5,AVERAGE,29.89%,47.39%,4.11%,3.96%,0.00%,0.00%,13.68%,0.97%,TRUE
UKPARL.2025.BIM,1,YOUGOV MRPs (List),40.28%,34.44%,4.32%,4.44%,0.00%,0.00%,15.71%,0.80%,Lab
UKPARL.2025.BIM,2,Electoral Calculus MRP (List),44.00%,38.00%,2.00%,4.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.BIM,3,MIC MRP (List),46.01%,34.04%,6.11%,3.64%,0.00%,0.00%,9.60%,0.60%,Lab
UKPARL.2025.BIM,4,Survation MRP (List),33.09%,33.26%,3.80%,6.77%,NI,NI,23.09%,NI,Lab
UKPARL.2025.BIM,5,AVERAGE,40.85%,34.94%,4.06%,4.71%,0.00%,0.00%,14.85%,0.47%,TRUE
UKPARL.2025.BKG,1,YOUGOV MRPs (List),11.10%,62.90%,3.58%,10.39%,0.00%,0.00%,10.63%,1.40%,Lab
UKPARL.2025.BKG,2,Electoral Calculus MRP (List),9.00%,61.00%,2.00%,11.00%,0.00%,0.00%,15.00%,2.00%,Lab
UKPARL.2025.BKG,3,MIC MRP (List),18.63%,64.87%,3.71%,3.49%,0.00%,0.00%,7.64%,1.67%,Lab
UKPARL.2025.BKG,4,Survation MRP (List),18.02%,49.66%,7.57%,5.89%,NI,NI,10.08%,8.79%,Lab
UKPARL.2025.BKG,5,AVERAGE,14.19%,59.61%,4.21%,7.69%,0.00%,0.00%,10.84%,3.46%,TRUE
UKPARL.2025.BKH,1,YOUGOV MRPs (List),4.69%,63.17%,6.28%,13.27%,0.00%,0.00%,9.26%,3.32%,Lab
UKPARL.2025.BKH,2,Electoral Calculus MRP (List),8.00%,66.00%,3.00%,13.00%,0.00%,0.00%,8.00%,2.00%,Lab
UKPARL.2025.BKH,3,MIC MRP (List),11.02%,58.84%,6.96%,8.59%,0.00%,0.00%,7.60%,6.98%,Lab
UKPARL.2025.BKH,4,Survation MRP (List),8.25%,59.54%,3.00%,13.66%,NI,NI,12.82%,2.73%,Lab
UKPARL.2025.BKH,5,AVERAGE,7.99%,61.89%,4.81%,12.13%,0.00%,0.00%,9.42%,3.76%,TRUE
UKPARL.2025.BKP,1,YOUGOV MRPs (List),18.22%,57.44%,5.45%,9.81%,0.00%,0.00%,8.26%,0.81%,Lab
UKPARL.2025.BKP,2,Electoral Calculus MRP (List),16.00%,58.00%,4.00%,9.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.BKP,3,MIC MRP (List),26.17%,55.47%,5.07%,6.65%,0.00%,0.00%,5.81%,0.84%,Lab
UKPARL.2025.BKP,4,Survation MRP (List),25.19%,60.79%,2.80%,9.88%,NI,NI,NI,1.34%,Lab
UKPARL.2025.BKP,5,AVERAGE,21.40%,57.92%,4.33%,8.83%,0.00%,0.00%,9.02%,1.00%,TRUE
UKPARL.2025.BLA,1,YOUGOV MRPs (List),2.15%,78.31%,3.26%,11.14%,0.00%,0.00%,4.33%,0.81%,Lab
UKPARL.2025.BLA,2,Electoral Calculus MRP (List),3.00%,64.00%,3.00%,17.00%,0.00%,0.00%,10.00%,3.00%,Lab
UKPARL.2025.BLA,3,MIC MRP (List),9.41%,74.83%,3.89%,6.68%,0.00%,0.00%,2.70%,2.48%,Lab
UKPARL.2025.BLA,4,Survation MRP (List),10.25%,59.15%,6.11%,9.80%,NI,NI,7.63%,7.06%,Lab
UKPARL.2025.BLA,5,AVERAGE,6.20%,69.07%,4.07%,11.15%,0.00%,0.00%,6.17%,3.34%,TRUE
UKPARL.2025.BLN,1,YOUGOV MRPs (List),25.42%,53.25%,3.17%,5.40%,0.00%,0.00%,11.96%,0.81%,Lab
UKPARL.2025.BLN,2,Electoral Calculus MRP (List),25.00%,54.00%,3.00%,5.00%,0.00%,0.00%,13.00%,0.00%,Lab
UKPARL.2025.BLN,3,MIC MRP (List),28.36%,53.59%,3.90%,2.52%,0.00%,0.00%,10.19%,1.44%,Lab
UKPARL.2025.BLN,4,Survation MRP (List),26.78%,49.55%,5.94%,2.71%,NI,NI,13.05%,1.96%,Lab
UKPARL.2025.BLN,5,AVERAGE,26.39%,52.60%,4.00%,3.91%,0.00%,0.00%,12.05%,1.05%,TRUE
UKPARL.2025.BLS,1,YOUGOV MRPs (List),14.09%,59.55%,4.18%,9.07%,0.00%,0.00%,12.25%,0.86%,Lab
UKPARL.2025.BLS,2,Electoral Calculus MRP (List),12.00%,60.00%,3.00%,8.00%,0.00%,0.00%,16.00%,2.00%,Lab
UKPARL.2025.BLS,3,MIC MRP (List),20.99%,62.28%,3.77%,3.45%,0.00%,0.00%,7.97%,1.53%,Lab
UKPARL.2025.BLS,4,Survation MRP (List),17.83%,50.24%,4.24%,15.64%,NI,NI,9.12%,2.93%,Lab
UKPARL.2025.BLS,5,AVERAGE,16.23%,58.02%,3.80%,9.04%,0.00%,0.00%,11.34%,1.83%,TRUE
UKPARL.2025.BLW,1,YOUGOV MRPs (List),33.36%,43.79%,6.63%,5.04%,0.00%,0.00%,10.38%,0.81%,Lab
UKPARL.2025.BLW,2,Electoral Calculus MRP (List),26.00%,49.00%,6.00%,3.00%,0.00%,0.00%,14.00%,0.00%,Lab
UKPARL.2025.BLW,3,MIC MRP (List),34.43%,46.68%,6.75%,2.48%,0.00%,0.00%,8.91%,0.75%,Lab
UKPARL.2025.BLW,4,Survation MRP (List),25.73%,49.26%,3.35%,3.47%,NI,NI,16.72%,1.46%,Lab
UKPARL.2025.BLW,5,AVERAGE,29.88%,47.18%,5.68%,3.50%,0.00%,0.00%,12.50%,0.75%,TRUE
UKPARL.2025.BMS,1,YOUGOV MRPs (List),11.44%,66.99%,3.21%,6.69%,0.00%,0.00%,10.86%,0.82%,Lab
UKPARL.2025.BMS,2,Electoral Calculus MRP (List),11.00%,63.00%,2.00%,8.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.BMS,3,MIC MRP (List),19.77%,63.10%,3.59%,3.52%,0.00%,0.00%,8.75%,1.27%,Lab
UKPARL.2025.BMS,4,Survation MRP (List),16.67%,61.01%,4.20%,5.43%,NI,NI,12.70%,NI,Lab
UKPARL.2025.BMS,5,AVERAGE,14.72%,63.53%,3.25%,5.91%,0.00%,0.00%,12.08%,1.03%,TRUE
UKPARL.2025.BNE,1,YOUGOV MRPs (List),20.29%,54.56%,4.22%,9.83%,0.00%,0.00%,10.28%,0.82%,Lab
UKPARL.2025.BNE,2,Electoral Calculus MRP (List),20.00%,55.00%,3.00%,10.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.BNE,3,MIC MRP (List),27.65%,54.63%,4.40%,6.83%,0.00%,0.00%,5.57%,0.92%,Lab
UKPARL.2025.BNE,4,Survation MRP (List),22.23%,46.25%,4.28%,12.87%,NI,NI,12.41%,1.96%,Lab
UKPARL.2025.BNE,5,AVERAGE,22.54%,52.61%,3.98%,9.88%,0.00%,0.00%,10.06%,1.17%,TRUE
UKPARL.2025.BNF,1,YOUGOV MRPs (List),23.76%,55.21%,3.76%,5.60%,0.00%,0.00%,10.86%,0.81%,Lab
UKPARL.2025.BNF,2,Electoral Calculus MRP (List),23.00%,55.00%,3.00%,8.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.BNF,3,MIC MRP (List),28.99%,51.26%,4.61%,6.45%,0.00%,0.00%,7.44%,1.25%,Lab
UKPARL.2025.BNF,4,Survation MRP (List),22.77%,46.07%,5.14%,7.09%,NI,NI,17.34%,1.59%,Lab
UKPARL.2025.BNF,5,AVERAGE,24.63%,51.89%,4.13%,6.78%,0.00%,0.00%,11.41%,1.16%,TRUE
UKPARL.2025.BNN,1,YOUGOV MRPs (List),7.40%,48.31%,9.39%,6.29%,0.00%,0.00%,22.54%,6.09%,Lab
UKPARL.2025.BNN,2,Electoral Calculus MRP (List),9.00%,57.00%,3.00%,5.00%,0.00%,0.00%,24.00%,1.00%,Lab
UKPARL.2025.BNN,3,MIC MRP (List),20.04%,47.46%,5.53%,3.83%,0.00%,0.00%,21.68%,1.46%,Lab
UKPARL.2025.BNN,4,Survation MRP (List),8.68%,49.68%,5.84%,10.23%,NI,NI,23.05%,2.51%,Lab
UKPARL.2025.BNN,5,AVERAGE,11.28%,50.61%,5.94%,6.34%,0.00%,0.00%,22.82%,2.76%,TRUE
UKPARL.2025.BNS,1,YOUGOV MRPs (List),6.75%,56.42%,3.94%,6.99%,0.00%,0.00%,22.35%,3.54%,Lab
UKPARL.2025.BNS,2,Electoral Calculus MRP (List),11.00%,56.00%,2.00%,6.00%,0.00%,0.00%,23.00%,1.00%,Lab
UKPARL.2025.BNS,3,MIC MRP (List),18.99%,49.01%,5.50%,3.86%,0.00%,0.00%,21.45%,1.19%,Lab
UKPARL.2025.BNS,4,Survation MRP (List),11.92%,48.29%,7.30%,3.96%,NI,NI,25.73%,2.81%,Lab
UKPARL.2025.BNS,5,AVERAGE,12.17%,52.43%,4.69%,5.20%,0.00%,0.00%,23.13%,2.14%,TRUE
UKPARL.2025.BNW,1,YOUGOV MRPs (List),19.56%,52.50%,7.49%,13.66%,0.00%,0.00%,5.98%,0.82%,Lab
UKPARL.2025.BNW,2,Electoral Calculus MRP (List),22.00%,53.00%,6.00%,11.00%,0.00%,0.00%,8.00%,0.00%,Lab
UKPARL.2025.BNW,3,MIC MRP (List),26.95%,53.66%,5.36%,8.86%,0.00%,0.00%,4.29%,0.88%,Lab
UKPARL.2025.BNW,4,Survation MRP (List),19.57%,49.89%,7.22%,15.30%,NI,NI,6.76%,1.27%,Lab
UKPARL.2025.BNW,5,AVERAGE,22.02%,52.26%,6.52%,12.20%,0.00%,0.00%,6.26%,0.74%,TRUE
UKPARL.2025.BOL,1,YOUGOV MRPs (List),23.32%,47.17%,4.34%,6.56%,0.00%,0.00%,18.38%,0.23%,Lab
UKPARL.2025.BOL,2,Electoral Calculus MRP (List),22.00%,55.00%,2.00%,4.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.BOL,3,MIC MRP (List),30.24%,46.99%,3.96%,2.61%,0.00%,0.00%,14.53%,1.66%,Lab
UKPARL.2025.BOL,4,Survation MRP (List),23.08%,50.59%,3.90%,3.25%,NI,NI,19.19%,NI,Lab
UKPARL.2025.BOL,5,AVERAGE,24.66%,49.94%,3.55%,4.11%,0.00%,0.00%,17.03%,0.96%,TRUE
UKPARL.2025.BOS,1,YOUGOV MRPs (List),6.60%,58.84%,21.51%,6.92%,0.00%,0.00%,4.74%,1.39%,Lab
UKPARL.2025.BOS,2,Electoral Calculus MRP (List),7.00%,45.00%,28.00%,12.00%,0.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.BOS,3,MIC MRP (List),13.30%,53.80%,23.49%,3.47%,0.00%,0.00%,5.34%,0.61%,Lab
UKPARL.2025.BOS,4,Survation MRP (List),12.36%,44.85%,27.38%,2.87%,NI,NI,5.27%,7.26%,Lab
UKPARL.2025.BOS,5,AVERAGE,9.81%,50.62%,25.09%,6.31%,0.00%,0.00%,5.84%,2.56%,TRUE
UKPARL.2025.BPB,1,YOUGOV MRPs (List),10.09%,66.54%,4.99%,8.91%,0.00%,0.00%,7.04%,2.43%,Lab
UKPARL.2025.BPB,2,Electoral Calculus MRP (List),7.00%,60.00%,6.00%,13.00%,0.00%,0.00%,12.00%,2.00%,Lab
UKPARL.2025.BPB,3,MIC MRP (List),15.21%,64.82%,8.67%,5.26%,0.00%,0.00%,4.44%,1.60%,Lab
UKPARL.2025.BPB,4,Survation MRP (List),16.04%,55.79%,4.42%,3.90%,NI,NI,14.21%,5.65%,Lab
UKPARL.2025.BPB,5,AVERAGE,12.08%,61.79%,6.02%,7.77%,0.00%,0.00%,9.42%,2.92%,TRUE
UKPARL.2025.BPN,1,YOUGOV MRPs (List),30.09%,45.66%,2.90%,4.72%,0.00%,0.00%,15.82%,0.81%,Lab
UKPARL.2025.BPN,2,Electoral Calculus MRP (List),31.00%,49.00%,3.00%,3.00%,0.00%,0.00%,13.00%,0.00%,Lab
UKPARL.2025.BPN,3,MIC MRP (List),36.49%,45.98%,4.77%,2.97%,0.00%,0.00%,8.89%,0.91%,Lab
UKPARL.2025.BPN,4,Survation MRP (List),24.80%,51.54%,3.57%,6.12%,NI,NI,13.00%,0.98%,Lab
UKPARL.2025.BPN,5,AVERAGE,30.59%,48.04%,3.56%,4.20%,0.00%,0.00%,12.68%,0.67%,TRUE
UKPARL.2025.BPS,1,YOUGOV MRPs (List),23.55%,50.41%,6.23%,4.60%,0.00%,0.00%,14.39%,0.82%,Lab
UKPARL.2025.BPS,2,Electoral Calculus MRP (List),23.00%,54.00%,2.00%,4.00%,0.00%,0.00%,17.00%,1.00%,Lab
UKPARL.2025.BPS,3,MIC MRP (List),32.15%,48.67%,4.73%,3.61%,0.00%,0.00%,9.97%,0.87%,Lab
UKPARL.2025.BPS,4,Survation MRP (List),19.91%,38.12%,1.98%,5.49%,NI,NI,33.43%,1.06%,Lab
UKPARL.2025.BPS,5,AVERAGE,24.65%,47.80%,3.74%,4.42%,0.00%,0.00%,18.70%,0.94%,TRUE
UKPARL.2025.BPV,1,YOUGOV MRPs (List),5.40%,35.20%,4.84%,48.77%,0.00%,0.00%,4.33%,1.45%,Green
UKPARL.2025.BPV,2,Electoral Calculus MRP (List),7.00%,40.00%,4.00%,43.00%,0.00%,0.00%,5.00%,1.00%,Green
UKPARL.2025.BPV,3,MIC MRP (List),11.30%,28.91%,3.16%,52.40%,0.00%,0.00%,3.05%,1.18%,Green
UKPARL.2025.BPV,4,Survation MRP (List),17.00%,30.61%,0.68%,41.36%,NI,NI,9.24%,1.10%,Green
UKPARL.2025.BPV,5,AVERAGE,10.18%,33.68%,3.17%,46.38%,0.00%,0.00%,5.41%,1.18%,TRUE
UKPARL.2025.BRC,1,YOUGOV MRPs (List),30.67%,18.28%,27.69%,2.93%,0.00%,10.68%,8.93%,0.82%,LD
UKPARL.2025.BRC,2,Electoral Calculus MRP (List),37.00%,29.00%,12.00%,4.00%,0.00%,11.00%,8.00%,0.00%,Lab
UKPARL.2025.BRC,3,MIC MRP (List),32.91%,29.27%,7.24%,3.54%,0.00%,13.76%,12.42%,0.87%,Lab
UKPARL.2025.BRC,4,Survation MRP (List),18.80%,25.23%,30.52%,6.63%,NI,8.60%,9.97%,0.25%,LD
UKPARL.2025.BRC,5,AVERAGE,29.84%,25.44%,19.36%,4.27%,0.00%,11.01%,9.83%,0.49%,FALSE
UKPARL.2025.BRD,1,YOUGOV MRPs (List),40.27%,32.26%,6.62%,4.38%,0.00%,0.00%,15.67%,0.80%,Lab
UKPARL.2025.BRD,2,Electoral Calculus MRP (List),34.00%,42.00%,4.00%,4.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.BRD,3,MIC MRP (List),43.12%,32.12%,10.06%,3.69%,0.00%,0.00%,9.93%,1.07%,Lab
UKPARL.2025.BRD,4,Survation MRP (List),26.21%,30.42%,5.40%,14.75%,NI,NI,22.50%,0.72%,Lab
UKPARL.2025.BRD,5,AVERAGE,35.90%,34.20%,6.52%,6.71%,0.00%,0.00%,15.78%,0.90%,TRUE
UKPARL.2025.BRG,1,YOUGOV MRPs (List),39.55%,31.82%,10.35%,5.37%,0.00%,0.00%,12.11%,0.81%,Lab
UKPARL.2025.BRG,2,Electoral Calculus MRP (List),35.00%,41.00%,5.00%,6.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.BRG,3,MIC MRP (List),42.20%,32.64%,13.54%,4.41%,0.00%,0.00%,6.68%,0.53%,Lab
UKPARL.2025.BRG,4,Survation MRP (List),35.29%,36.03%,8.59%,5.49%,NI,NI,13.55%,1.05%,Lab
UKPARL.2025.BRG,5,AVERAGE,38.01%,35.37%,9.37%,5.32%,0.00%,0.00%,11.34%,0.85%,TRUE
UKPARL.2025.BRK,1,YOUGOV MRPs (List),30.98%,43.36%,7.07%,6.76%,0.00%,0.00%,11.02%,0.82%,Lab
UKPARL.2025.BRK,2,Electoral Calculus MRP (List),32.00%,42.00%,7.00%,5.00%,0.00%,0.00%,14.00%,0.00%,Lab
UKPARL.2025.BRK,3,MIC MRP (List),35.14%,38.12%,13.30%,4.68%,0.00%,0.00%,7.98%,0.79%,Lab
UKPARL.2025.BRK,4,Survation MRP (List),33.96%,36.59%,11.53%,3.33%,NI,NI,12.80%,1.80%,Lab
UKPARL.2025.BRK,5,AVERAGE,33.02%,40.02%,9.72%,4.94%,0.00%,0.00%,11.45%,0.85%,TRUE
UKPARL.2025.BRL,1,YOUGOV MRPs (List),35.92%,31.42%,12.62%,4.88%,0.00%,0.00%,14.33%,0.82%,Lab
UKPARL.2025.BRL,2,Electoral Calculus MRP (List),34.00%,40.00%,5.00%,6.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.BRL,3,MIC MRP (List),38.80%,32.00%,14.50%,3.58%,0.00%,0.00%,10.26%,0.86%,Lab
UKPARL.2025.BRL,4,Survation MRP (List),33.64%,32.21%,10.56%,11.67%,NI,NI,9.74%,2.18%,Lab
UKPARL.2025.BRL,5,AVERAGE,35.59%,33.91%,10.67%,6.53%,0.00%,0.00%,12.33%,1.22%,TRUE
UKPARL.2025.BRS,1,YOUGOV MRPs (List),39.81%,17.15%,3.92%,4.19%,30.76%,0.00%,3.37%,0.80%,SNP
UKPARL.2025.BRS,2,Electoral Calculus MRP (List),24.00%,24.00%,9.00%,8.00%,27.00%,0.00%,0.00%,9.00%,SNP
UKPARL.2025.BRS,3,MIC MRP (List),31.89%,23.93%,6.91%,2.30%,31.05%,0.00%,3.04%,0.89%,SNP
UKPARL.2025.BRS,4,Survation MRP (List),34.31%,13.73%,6.22%,0.87%,37.89%,NI,6.07%,0.92%,SNP
UKPARL.2025.BRS,5,AVERAGE,32.50%,19.70%,6.51%,3.84%,31.67%,0.00%,3.12%,2.90%,TRUE
UKPARL.2025.BRW,1,YOUGOV MRPs (List),30.50%,49.49%,2.79%,5.00%,0.00%,0.00%,11.42%,0.80%,Lab
UKPARL.2025.BRW,2,Electoral Calculus MRP (List),28.00%,52.00%,3.00%,4.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.BRW,3,MIC MRP (List),35.47%,44.30%,4.87%,6.42%,0.00%,0.00%,8.27%,0.67%,Lab
UKPARL.2025.BRW,4,Survation MRP (List),27.37%,52.38%,2.06%,3.05%,NI,NI,13.83%,1.30%,Lab
UKPARL.2025.BRW,5,AVERAGE,30.34%,49.54%,3.18%,4.62%,0.00%,0.00%,11.63%,0.94%,TRUE
UKPARL.2025.BSC,1,YOUGOV MRPs (List),5.40%,36.91%,2.70%,50.38%,0.00%,0.00%,2.14%,2.47%,Green
UKPARL.2025.BSC,2,Electoral Calculus MRP (List),5.00%,37.00%,3.00%,52.00%,0.00%,0.00%,2.00%,1.00%,Green
UKPARL.2025.BSC,3,MIC MRP (List),10.49%,48.31%,0.00%,38.26%,0.00%,0.00%,2.02%,0.92%,Lab
